Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,-3,-3,2,1,0
1,2,-3,-6,1,1,0
1,3,-3,-9,1,1,0
1,4,-3,-12,2,1,0
1,5,-3,-15,2,1,0
1,6,-3,-18,5,1,0
1,7,-1,-19,0,1,0
1,8,-13,-32,1,1,1
2,1,0,0,2,1,0
2,2,-3,-3,3,1,0
2,3,-3,-6,1,1,0
2,4,-3,-9,1,1,0
2,5,-3,-12,4,1,0
2,6,-11,-23,1,1,1
3,1,0,0,2,1,0
3,2,-3,-3,2,1,0
3,3,-10,-13,2,1,1
4,1,0,0,2,1,0
4,2,0,0,5,1,0
4,3,0,0,5,1,0
4,4,0,0,3,1,0
4,5,0,0,2,1,0
4,6,-10,-10,1,1,1
5,1,0,0,1,1,0
5,2,0,0,2,1,0
5,3,0,0,1,1,0
5,4,0,0,3,1,0
5,5,-1,-1,1,1,0
5,6,-1,-2,4,1,0
5,7,-1,-3,5,1,0
5,8,0,-3,0,1,0
5,9,0,-3,5,1,0
5,10,-1,-4,3,1,0
5,11,-1,-5,4,1,0
5,12,0,-5,0,1,0
5,13,0,-5,2,1,0
5,14,0,-5,5,1,0
5,15,0,-5,1,1,0
5,16,0,-5,2,1,0
5,17,0,-5,4,1,0
5,18,0,-5,2,1,0
5,19,0,-5,4,1,0
5,20,0,-5,4,1,0
5,21,-1,-6,1,1,0
5,22,0,-6,2,1,0
5,23,-1,-7,3,1,0
5,24,0,-7,1,1,0
5,25,0,-7,3,1,0
5,26,-11,-18,3,1,1
6,1,0,0,3,1,0
6,2,0,0,2,1,0
6,3,0,0,4,1,0
6,4,0,0,3,1,0
6,5,0,0,4,1,0
6,6,0,0,3,1,0
6,7,-3,-3,3,1,0
6,8,0,-3,0,1,0
6,9,0,-3,0,1,0
6,10,-10,-13,3,1,1
7,1,-1,-1,3,1,0
7,2,-1,-2,4,1,0
7,3,-1,-3,4,1,0
7,4,-3,-6,3,1,0
7,5,-3,-9,4,1,0
