Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,2,1,0
1,2,0,0,2,1,0
1,3,0,0,3,1,0
1,4,0,0,2,1,0
1,5,0,0,1,1,0
1,6,0,0,0,1,0
1,7,0,0,1,1,0
1,8,0,0,5,1,0
1,9,0,0,4,1,0
1,10,0,0,5,1,0
1,11,0,0,0,1,0
1,12,-11,-11,0,1,1
2,1,0,0,0,1,0
2,2,0,0,0,1,0
2,3,0,0,1,1,0
2,4,-3,-3,3,1,0
2,5,0,-3,1,1,0
2,6,-3,-6,1,1,0
2,7,0,-6,2,1,0
2,8,0,-6,1,1,0
2,9,0,-6,5,1,0
2,10,-10,-16,5,1,1
3,1,0,0,0,1,0
3,2,-3,-3,2,1,0
3,3,0,-3,3,1,0
3,4,-3,-6,3,1,0
3,5,-1,-7,1,1,0
3,6,-1,-8,4,1,0
3,7,-3,-11,0,1,0
3,8,-3,-14,3,1,0
3,9,-13,-27,3,1,1
4,1,-1,-1,2,1,0
4,2,-10,-11,2,1,1
5,1,-3,-3,5,1,0
5,2,-3,-6,5,1,0
5,3,-3,-9,4,1,0
5,4,-3,-12,4,1,0
5,5,-3,-15,5,1,0
5,6,0,-15,1,1,0
5,7,0,-15,5,1,0
5,8,-3,-18,3,1,0
5,9,-3,-21,5,1,0
5,10,-3,-24,5,1,0
5,11,0,-24,2,1,0
5,12,-13,-37,3,1,1
6,1,0,0,5,1,0
6,2,0,0,5,1,0
6,3,0,0,5,1,0
6,4,-10,-10,3,1,1
7,1,0,0,0,1,0
7,2,0,0,4,1,0
7,3,50,50,5,1,0
7,4,-1,49,3,1,0
7,5,0,49,1,1,0
7,6,-1,48,0,1,0
7,7,0,48,2,1,0
7,8,-1,47,1,1,0
7,9,-1,46,4,1,0
7,10,-13,33,2,1,1
8,1,0,0,2,1,0
8,2,0,0,0,1,0
8,3,0,0,0,1,0
8,4,0,0,3,1,0
8,5,0,0,0,1,0
8,6,0,0,5,1,0
8,7,-13,-13,2,1,1
9,1,0,0,3,1,0
9,2,0,0,4,1,0
9,3,-3,-3,1,1,0
9,4,-3,-6,2,1,0
9,5,-13,-19,2,1,1
10,1,-3,-3,4,1,0
10,2,0,-3,3,1,0
10,3,-3,-6,2,1,0
10,4,-3,-9,5,1,0
10,5,-3,-12,5,1,0
10,6,-10,-22,1,1,1
11,1,0,0,0,1,0
11,2,0,0,5,1,0
11,3,0,0,0,1,0
11,4,0,0,1,1,0
11,5,0,0,4,1,0
11,6,0,0,1,1,0
11,7,0,0,5,1,0
11,8,0,0,1,1,0
11,9,0,0,4,1,0
11,10,0,0,3,1,0
11,11,0,0,0,1,0
11,12,0,0,5,1,0
11,13,0,0,3,1,0
11,14,-3,-3,3,1,0
11,15,0,-3,0,1,0
11,16,0,-3,2,1,0
11,17,-11,-14,2,1,1
12,1,0,0,2,1,0
12,2,0,0,2,1,0
12,3,0,0,2,1,0
12,4,0,0,3,1,0
12,5,0,0,5,1,0
12,6,0,0,3,1,0
12,7,0,0,1,1,0
12,8,0,0,4,1,0
12,9,-3,-3,3,1,0
12,10,0,-3,2,1,0
12,11,0,-3,1,1,0
12,12,0,-3,4,1,0
12,13,-3,-6,1,1,0
12,14,-3,-9,1,1,0
12,15,0,-9,3,1,0
12,16,0,-9,5,1,0
12,17,0,-9,1,1,0
12,18,-3,-12,2,1,0
12,19,-3,-15,5,1,0
12,20,-3,-18,5,1,0
12,21,-11,-29,1,1,1
13,1,0,0,5,1,0
13,2,0,0,1,1,0
13,3,0,0,5,1,0
13,4,0,0,3,1,0
13,5,0,0,2,1,0
13,6,0,0,5,1,0
13,7,0,0,2,1,0
13,8,0,0,3,1,0
13,9,0,0,4,1,0
13,10,0,0,5,1,0
13,11,0,0,1,1,0
13,12,0,0,4,1,0
13,13,-3,-3,2,1,0
13,14,0,-3,0,1,0
13,15,0,-3,0,1,0
13,16,0,-3,4,1,0
13,17,0,-3,3,1,0
13,18,-1,-4,0,1,0
13,19,0,-4,0,1,0
13,20,0,-4,3,1,0
13,21,-10,-14,3,1,1
14,1,0,0,0,1,0
14,2,0,0,2,1,0
14,3,0,0,3,1,0
14,4,-3,-3,0,1,0
14,5,-3,-6,5,1,0
14,6,-3,-9,4,1,0
14,7,-3,-12,5,1,0
14,8,-3,-15,4,1,0
14,9,0,-15,2,1,0
14,10,0,-15,4,1,0
14,11,-3,-18,3,1,0
14,12,0,-18,3,1,0
14,13,0,-18,1,1,0
14,14,0,-18,5,1,0
14,15,-10,-28,5,1,1
15,1,-3,-3,0,1,0
15,2,-1,-4,2,1,0
15,3,-1,-5,2,1,0
15,4,-1,-6,5,1,0
15,5,-11,-17,1,1,1
16,1,-3,-3,0,1,0
16,2,-3,-6,4,1,0
16,3,-3,-9,4,1,0
16,4,0,-9,2,1,0
16,5,0,-9,4,1,0
16,6,-3,-12,3,1,0
16,7,0,-12,1,1,0
16,8,-10,-22,5,1,1
17,1,-2,-2,4,1,0
17,2,-1,-3,1,1,0
17,3,0,-3,0,1,0
17,4,0,-3,2,1,0
17,5,0,-3,0,1,0
17,6,0,-3,0,1,0
17,7,0,-3,2,1,0
17,8,0,-3,4,1,0
17,9,0,-3,0,1,0
17,10,0,-3,4,1,0
17,11,0,-3,5,1,0
17,12,-3,-6,2,1,0
17,13,0,-6,2,1,0
17,14,-3,-9,1,1,0
17,15,-3,-12,4,1,0
17,16,-3,-15,5,1,0
17,17,0,-15,0,1,0
17,18,-13,-28,3,1,1
18,1,-1,-1,5,1,0
18,2,-1,-2,5,1,0
18,3,-3,-5,2,1,0
18,4,-11,-16,3,1,1
19,1,-3,-3,3,1,0
19,2,-3,-6,3,1,0
19,3,0,-6,0,1,0
19,4,-1,-7,2,1,0
19,5,0,-7,2,1,0
19,6,-1,-8,2,1,0
19,7,-1,-9,4,1,0
19,8,0,-9,0,1,0
19,9,-1,-10,1,1,0
19,10,-1,-11,5,1,0
19,11,0,-11,0,1,0
19,12,-11,-22,3,1,1
20,1,-2,-2,5,1,0
20,2,-2,-4,5,1,0
20,3,0,-4,0,1,0
20,4,0,-4,5,1,0
20,5,-13,-17,3,1,1
21,1,0,0,1,1,0
21,2,0,0,5,1,0
21,3,0,0,0,1,0
21,4,0,0,0,1,0
21,5,0,0,0,1,0
21,6,-10,-10,2,1,1
22,1,-3,-3,2,1,0
22,2,0,-3,3,1,0
22,3,-3,-6,3,1,0
22,4,-3,-9,0,1,0
22,5,-13,-22,2,1,1
23,1,0,0,2,1,0
23,2,0,0,4,1,0
23,3,-1,-1,3,1,0
23,4,0,-1,1,1,0
23,5,-1,-2,2,1,0
23,6,0,-2,3,1,0
23,7,0,-2,3,1,0
23,8,0,-2,4,1,0
23,9,-1,-3,0,1,0
23,10,0,-3,3,1,0
23,11,0,-3,1,1,0
23,12,0,-3,2,1,0
23,13,-1,-4,0,1,0
23,14,0,-4,1,1,0
23,15,0,-4,3,1,0
23,16,0,-4,0,1,0
23,17,0,-4,3,1,0
23,18,-10,-14,5,1,1
24,1,-1,-1,3,1,0
24,2,-1,-2,5,1,0
24,3,-1,-3,5,1,0
24,4,-3,-6,2,1,0
24,5,-13,-19,0,1,1
25,1,-2,-2,4,1,0
25,2,-2,-4,4,1,0
25,3,-2,-6,4,1,0
25,4,-10,-16,3,1,1
26,1,0,0,1,1,0
26,2,0,0,5,1,0
26,3,0,0,3,1,0
26,4,0,0,5,1,0
26,5,0,0,1,1,0
26,6,0,0,2,1,0
26,7,-10,-10,2,1,1
27,1,0,0,1,1,0
27,2,0,0,2,1,0
27,3,0,0,5,1,0
27,4,0,0,2,1,0
27,5,0,0,5,1,0
27,6,0,0,0,1,0
27,7,0,0,3,1,0
27,8,-1,-1,0,1,0
27,9,0,-1,3,1,0
27,10,-11,-12,2,1,1
28,1,0,0,5,1,0
28,2,0,0,5,1,0
28,3,-10,-10,3,1,1
29,1,-1,-1,3,1,0
29,2,0,-1,3,1,0
29,3,0,-1,4,1,0
29,4,0,-1,0,1,0
29,5,-10,-11,0,1,1
30,1,0,0,3,1,0
30,2,-10,-10,1,1,1
31,1,-3,-3,1,1,0
31,2,-3,-6,0,1,0
31,3,-1,-7,2,1,0
31,4,0,-7,2,1,0
31,5,-10,-17,2,1,1
32,1,-3,-3,5,1,0
32,2,0,-3,3,1,0
32,3,-3,-6,2,1,0
32,4,-3,-9,4,1,0
32,5,0,-9,3,1,0
32,6,0,-9,1,1,0
32,7,0,-9,4,1,0
32,8,0,-9,1,1,0
32,9,0,-9,1,1,0
32,10,0,-9,5,1,0
32,11,0,-9,2,1,0
32,12,0,-9,3,1,0
32,13,0,-9,4,1,0
32,14,0,-9,5,1,0
32,15,0,-9,1,1,0
32,16,-1,-10,1,1,0
32,17,0,-10,1,1,0
32,18,0,-10,2,1,0
32,19,-10,-20,5,1,1
33,1,-1,-1,1,1,0
33,2,-1,-2,3,1,0
33,3,-1,-3,5,1,0
33,4,-1,-4,3,1,0
33,5,-13,-17,1,1,1
34,1,0,0,1,1,0
34,2,0,0,4,1,0
34,3,0,0,4,1,0
34,4,0,0,4,1,0
34,5,0,0,4,1,0
34,6,-3,-3,1,1,0
34,7,-3,-6,5,1,0
34,8,-3,-9,5,1,0
34,9,0,-9,3,1,0
34,10,0,-9,0,1,0
34,11,0,-9,1,1,0
34,12,0,-9,3,1,0
34,13,-10,-19,3,1,1
35,1,-2,-2,4,1,0
35,2,-2,-4,4,1,0
35,3,0,-4,0,1,0
35,4,0,-4,4,1,0
35,5,0,-4,3,1,0
35,6,0,-4,3,1,0
35,7,0,-4,5,1,0
35,8,0,-4,4,1,0
35,9,0,-4,2,1,0
35,10,0,-4,1,1,0
35,11,0,-4,5,1,0
35,12,0,-4,4,1,0
35,13,0,-4,3,1,0
35,14,0,-4,2,1,0
35,15,0,-4,2,1,0
35,16,0,-4,0,1,0
35,17,0,-4,1,1,0
35,18,0,-4,0,1,0
35,19,0,-4,1,1,0
35,20,0,-4,5,1,0
35,21,0,-4,5,1,0
35,22,0,-4,5,1,0
35,23,-10,-14,5,1,1
36,1,0,0,5,1,0
36,2,0,0,4,1,0
36,3,0,0,5,1,0
36,4,0,0,3,1,0
36,5,0,0,4,1,0
36,6,0,0,1,1,0
36,7,0,0,4,1,0
36,8,0,0,1,1,0
36,9,0,0,0,1,0
36,10,0,0,4,1,0
36,11,0,0,3,1,0
36,12,-1,-1,1,1,0
36,13,-1,-2,5,1,0
36,14,-1,-3,5,1,0
36,15,-10,-13,1,1,1
37,1,0,0,4,1,0
37,2,-1,-1,1,1,0
37,3,-1,-2,3,1,0
37,4,-1,-3,5,1,0
37,5,-1,-4,4,1,0
37,6,-1,-5,4,1,0
37,7,-1,-6,2,1,0
37,8,-1,-7,4,1,0
37,9,-1,-8,4,1,0
37,10,-1,-9,5,1,0
37,11,-1,-10,4,1,0
37,12,-1,-11,3,1,0
37,13,-1,-12,2,1,0
